train_loss,val_loss,learning_rate
165.83062833150228,7.913966700236003,0.0001
115.5489668528239,7.643009122212728,0.0001
112.12461232503256,7.507999744415283,0.0001
104.59570826212565,7.433294061024983,0.0001
103.25172266642252,7.2844276491800946,0.0001
106.64051579793295,7.342523237864176,0.0001
103.54455833435058,7.201552041371664,0.0001
102.1190961710612,7.111132494608561,0.0001
99.52124008178711,6.972536996205648,0.0001
100.94223973592122,6.9030819384257,0.0001
96.72899731953939,6.73210267384847,0.0001
98.50950492858887,6.582009754180908,0.0001
99.43594968159994,6.711520792643229,0.0001
95.05941802978515,7.199532210032145,0.0001
100.78186739603679,6.499795900980631,0.0001
92.56645696004232,6.453995068868001,0.0001
108.05396832784017,7.158242301940918,0.0001
105.17885345458984,7.308384679158529,0.0001
100.62409451802571,6.686680927276611,0.0001
96.2386018371582,6.8011158752441405,0.0001
103.4754061126709,6.384053421020508,0.0001
93.14808133443196,6.275339336395263,0.0001
90.14313891092937,6.199989878336589,0.0001
92.23233210245768,6.1813909022013345,0.0001
88.81602193196615,5.986399974822998,0.0001
95.21832926432292,6.182439479827881,0.0001
108.40549372355143,6.811127478281657,0.0001
92.49166086832682,5.935609951019287,0.0001
100.46339569091796,6.157789217631022,0.0001
89.60903694152832,5.752344125111898,0.0001
87.88895637512206,5.616948159535726,0.0001
84.14315617879232,5.467691351572673,0.0001
86.18121215820312,5.406471824645996,0.0001
87.16998410542806,5.137965857187907,0.0001
81.94012542724609,4.680046971638998,0.0001
77.64593930562337,4.309032182693482,0.0001
73.03137523651122,3.8522636636098224,0.0001
73.26206055959065,4.569717709223429,0.0001
86.74858093261719,3.823857084910075,0.0001
72.24821706136068,3.143613271713257,0.0001
64.44948678334553,3.825228001276652,0.0001
65.20911975860595,2.7031357860565186,0.0001
54.53571338653565,2.332571169535319,0.0001
52.60041667938233,2.133534501393636,0.0001
48.421224225362145,1.9592872095108032,0.0001
50.07682342529297,1.8109810717900594,0.0001
59.61396511077881,2.617449887593587,0.0001
50.8832320022583,1.727424880663554,0.0001
48.76242181142171,1.6360359827677409,0.0001
46.725218823750815,1.984943111737569,0.0001
43.385237572987876,1.449916942914327,0.0001
43.09204728444417,1.397490258216858,0.0001
36.83996545791626,1.216819297472636,0.0001
38.15335253397624,1.1377971180280049,0.0001
35.28514259338379,0.993799954255422,0.0001
34.4747607866923,0.9210545627276102,0.0001
46.24935998916626,2.1322134828567503,0.0001
50.53934653600057,1.4023780457178752,0.0001
51.073013661702475,1.0620526560147603,0.0001
31.975077006022136,0.9026799448331198,0.0001
41.80316080729167,0.7480826318264008,0.0001
27.895803750356038,0.6512792122364044,0.0001
29.735849933624266,0.6017666820685069,0.0001
29.371611188252768,0.5773023442427317,0.0001
26.29944997151693,0.506807191769282,0.0001
24.585193087259928,0.47743701577186587,0.0001
25.93920529047648,0.39058763563632964,0.0001
23.56277743021647,0.34898454089959463,0.0001
21.308149150212607,0.3059145079056422,0.0001
22.529227282206218,0.28005421539147696,0.0001
21.784774099985757,0.2432031218210856,0.0001
20.837969640096027,0.21419672270615894,0.0001
19.763115208943685,0.19919927696386974,0.0001
19.830907611846925,0.16431599070628483,0.0001
20.394610630671185,0.14474143266677855,0.0001
19.68827614148458,0.12607976416746774,0.0001
22.422254514694213,0.12161557803551357,0.0001
17.505128622055054,0.10880275338888168,0.0001
17.375724115371703,0.10206032752990722,0.0001
17.730989179611207,0.08687493294477462,0.0001
17.41223477045695,0.093078386982282,0.0001
17.245250994364422,0.07180216252803802,0.0001
15.677827304204305,0.07393294140696526,0.0001
16.37140969276428,0.06816215470433235,0.0001
15.499469188054404,0.06147102152307828,0.0001
15.999092966715494,0.06766956975062688,0.0001
45.96331246693929,0.40284944355487823,0.0001
22.83954474767049,0.13487516244252523,0.0001
26.01169207572937,0.0785858921209971,0.0001
14.61625402768453,0.06662079373995464,0.0001
14.738163951237997,0.05612345387538274,0.0001
12.982283347447714,0.05104080657164256,0.0001
13.398359750111897,0.04983274345596631,0.0001
12.583565753300984,0.042657780051231386,0.0001
12.931412688891093,0.04145478814840317,0.0001
12.270514135360719,0.039734984462459884,0.0001
13.286965014139811,0.04184559921423594,0.0001
13.88462451616923,0.0431022650996844,0.0001
13.41936778386434,0.0387923064827919,0.0001
17.281551213264464,0.04451571678121884,0.0001
